Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor
Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 238.000.000
Apartamento,Apartamento en venta en Palermo,3,2,127,Palermo,Galerías,$ 550.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,59,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 145.000.000
Apartamento,Apartamento en venta en Engativa,3,1,57,Engativa,Engativá,$ 163.000.000
Casa,Casa en venta en Chapinero,7,5,200,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 570.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,1,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 425.000.000
Apartamento,Apartamento de 31.16m,1,2,31,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 330.700.000
Apartamento,Apartamento en venta en Usaquén,3,2,92,Usaquén,Usaquén,$ 485.000.000
Casa,Casa en venta en Eduardo Santos,8,3,257,Eduardo Santos,Santa Isabel,$ 500.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,53,Kennedy,Kennedy Central,$ 150.500.000
Casa,Casa en venta en Bosa,3,2,74,Bosa,Bosa Central,$ 367.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 371.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,71,Cedritos,Usaquén,$ 394.500.000
Apartamento,Apartamento en venta en Quinta Paredes,4,3,143,Quinta Paredes,Teusaquillo,$ 680.000.000
Casa,Casa en venta en Normandia,5,4,142,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 600.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,72,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,3,120,Ciudad Salitre,Ciudad Salitre Oriental,$ 1.650.000.000
Apartamento,Apartamento en venta en Pasadena ,3,2,103,Pasadena ,,$ 478.000.000
Casa,Casa en venta en Teusaquillo,4,4,200,Teusaquillo,Teusaquillo,$ 1.350.000.000
Apartamento,Apartamento en venta en San Patricio,3,3,93,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 460.000.000
Apartamento,Apartamento en venta en El Plan,3,2,79,El Plan,El Rincón,$ 455.000.000
Apartamento,Apartamento en venta en San Patricio,3,3,117,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 950.000.000
Casa,Casa en venta en Kennedy,3,2,174,Kennedy,Kennedy Central,$ 620.000.000
Casa,Casa en venta en Kennedy,5,3,147,Kennedy,Kennedy Central,$ 730.000.000
Casa,Casa en venta en Zona Noroccidental,4,3,120,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 800.000.000
Apartamento,Apartamento en venta en Antonio Nariño,3,1,47,Antonio Nariño,Restrepo,$ 115.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,59,Cedritos,Usaquén,$ 351.000.000
Apartamento,Apartamento en venta en Suba,3,2,59,Suba,Suba,$ 325.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,68,Mazuren,El Prado,$ 520.000.000
Casa,Casa en venta en Florida Blanca,4,2,104,Florida Blanca,Boyacá Real,$ 330.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,151,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 660.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,108,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 570.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,118,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 970.000.000
Apartamento,Apartamento en venta en Metropolis,4,3,90,Metropolis,Las Ferias,$ 450.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,118,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 730.000.000
Casa,Casa en venta en Puente Aranda,5,4,136,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 400.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 165.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,117,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 630.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,2,72,Barrios Unidos,Los Andes,$ 280.000.000
Apartamento,Apartamento en venta en Santa Teresa,3,2,75,Santa Teresa,San Cristóbal Norte,$ 315.000.000
Casa,Casa en venta en Rafael Uribe Uribe,6,3,315,Rafael Uribe Uribe,Los Alcázares,$ 780.000.000
Casa,Casa en venta en Fontibón,3,2,44,Fontibón,Fontibón,$ 138.000.000
Apartamento,Apartamento en venta en Fontibón,2,2,43,Fontibón,Fontibón,$ 220.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,59,Kennedy,Kennedy Central,$ 300.000.000
Apartamento,Apartamento en venta en Bosa,3,1,53,Bosa,Bosa Central,$ 140.000.000
Casa,Casa en venta en Engativa,4,2,86,Engativa,Engativá,$ 425.000.000
Casa,Casa en venta en Fontibón,2,1,48,Fontibón,Fontibón,$ 149.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 163.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,58,Usaquén,Usaquén,$ 225.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,75,Kennedy,Kennedy Central,$ 332.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,57,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 355.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,53,Kennedy,Kennedy Central,$ 136.000.000
Apartamento,Apartamento en venta en Puente Aranda,3,2,68,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 233.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,76,Cedritos,Usaquén,$ 350.000.000
Apartamento,Apartamento en venta en Castilla,3,2,70,Castilla,KENNEDY: Castilla + Bavaria,$ 310.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,76,Usaquén,Usaquén,$ 450.000.000
Casa,Casa en venta en Galicia,5,4,300,Galicia,Ismael Perdomo,$ 500.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,58,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,85,Cedritos,Usaquén,$ 430.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 258.000.000
Casa,Casa en venta en Fontibón,3,2,69,Fontibón,Fontibón,$ 300.000.000
Casa,Casa en venta en Cedritos,4,3,138,Cedritos,Usaquén,$ 745.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,101,Cedritos,Usaquén,$ 410.000.000
Apartamento,Apartamento en venta en El Plan,2,2,72,El Plan,El Rincón,$ 440.000.000
Apartamento,Apartamento en venta en Nueva Zelandia,2,2,53,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 260.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,146,Cedritos,Usaquén,$ 600.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,100,Usaquén,Usaquén,$ 685.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,3,100,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 870.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,74,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 565.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,80,Usaquén,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Engativa,2,1,48,Engativa,Engativá,$ 215.000.000
Apartamento,Apartamento en venta en Usaquén,1,2,54,Usaquén,Usaquén,$ 400.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,80,Usaquén,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Engativa,2,1,48,Engativa,Engativá,$ 215.000.000
Apartamento,Apartamento en venta en Chapinero Central,1,1,25,Chapinero Central,Localidad Chapinero resto,$ 205.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,1,40,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 280.000.000
Casa,Casa en venta en Kennedy,3,2,58,Kennedy,Kennedy Central,$ 170.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,137,Usaquén,Usaquén,$ 1.050.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,63,Fontibón,Fontibón,$ 285.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,91,Usaquén,Usaquén,$ 530.000.000
Casa,Casa en venta en Zona Noroccidental,4,2,257,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.200.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,118,Usaquén,Usaquén,$ 800.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 280.000.000
Apartamento,Apartamento en venta en Engativa,3,2,91,Engativa,Engativá,$ 280.000.000
Apartamento,Apartamento en venta en Chapinero Central,1,1,33,Chapinero Central,Localidad Chapinero resto,$ 240.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,72,Kennedy,Kennedy Central,$ 290.000.000
Casa,Casa en venta en Kennedy,8,3,240,Kennedy,Kennedy Central,$ 600.000.000
Apartamento,Apartamento en venta en Teusaquillo,2,2,56,Teusaquillo,Teusaquillo,$ 250.000.000
Casa,Casa en venta en Usme,3,2,60,Usme,USME: Alfonso López + Ciudad Usme,$ 160.000.000
Apartamento,Apartamento en venta en Chapinero Central,3,2,89,Chapinero Central,Localidad Chapinero resto,$ 550.000.000
Casa,Casa en venta en Villa Maria,3,2,200,Villa Maria,El Rincón,$ 240.000.000
Casa,Casa en venta en Bosa,5,2,144,Bosa,Bosa Central,$ 315.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,3,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 280.000.000
Casa,Casa en venta en Kennedy,7,3,210,Kennedy,Kennedy Central,$ 400.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,148,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 750.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,68,Mazuren,El Prado,$ 520.000.000
Apartamento,Apartamento en venta en Cantagallo,3,2,58,Cantagallo,Britalia,$ 250.000.000
Apartamento,Apartamento en venta en El Plan,2,2,65,El Plan,El Rincón,$ 440.000.000
Apartamento,Apartamento en venta en Mazuren,4,3,134,Mazuren,El Prado,$ 960.000.000
Apartamento,Apartamento en venta en Bogotá D.C,3,5,285,Bogotá D.C,Ciudad Salitre Occidental,$ 2.200.000.000
Apartamento,Apartamento en venta en Cantagallo,3,2,84,Cantagallo,Britalia,$ 630.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,154,Usaquén,Usaquén,$ 970.000.000
Casa,Casa en venta en El Chicó,5,5,457,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 3.500.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,55,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 265.500.000
Casa,Casa en venta en Kennedy,13,4,295,Kennedy,Kennedy Central,$ 394.058.882
Apartamento,Apartamento en venta en Kennedy,2,1,55,Kennedy,Kennedy Central,$ 220.000.000
Apartamento,Apartamento en venta en Teusaquillo,2,2,73,Teusaquillo,Teusaquillo,$ 380.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,111,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 509.395.301
Casa,Casa en venta en Rafael Uribe Uribe,12,3,250,Rafael Uribe Uribe,Los Alcázares,$ 389.227.370
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,41,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000
Apartamento,Apartamento en venta en Engativa,3,2,67,Engativa,Engativá,$ 252.000.000
Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 233.000.000
Apartamento,Apartamento en venta en Teusaquillo,2,2,59,Teusaquillo,Teusaquillo,$ 350.000.000
Apartamento,Apartamento en venta en Engativa,3,2,50,Engativa,Engativá,$ 175.000.000
Casa,Casa en venta en Kennedy,3,2,86,Kennedy,Kennedy Central,$ 275.000.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,2,72,Rafael Uribe Uribe,Los Alcázares,$ 330.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,59,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 160.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,122,Cedritos,Usaquén,$ 510.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,122,Cedritos,Usaquén,$ 510.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 495.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,64,Cedritos,Usaquén,$ 272.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,73,Usaquén,Usaquén,$ 312.000.000
Casa,Casa en venta en Engativa,3,1,68,Engativa,Engativá,$ 255.000.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,74,Teusaquillo,Teusaquillo,$ 317.000.000
Apartamento,Apartamento en venta en Cantagallo,2,2,57,Cantagallo,Britalia,$ 365.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en Puente Largo,3,2,103,Puente Largo,La Alhambra,$ 473.000.000
Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 272.000.000
Apartamento,Apartamento en venta en Engativa,2,2,53,Engativa,Engativá,$ 326.000.000
Apartamento,Apartamento en venta en Engativa,3,2,54,Engativa,Engativá,$ 245.000.000
Apartamento,Apartamento en venta en Kennedy,2,1,46,Kennedy,Kennedy Central,$ 130.000.000
Casa,Casa en venta en Gran Granada,4,2,77,Gran Granada,Garcés Navas,$ 250.000.000
Casa,Casa en venta en Engativa,4,3,201,Engativa,Engativá,$ 700.000.000
Apartamento,Apartamento en venta en La Salle,1,1,86,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 444.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,64,Cedritos,Usaquén,$ 296.000.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,100,Teusaquillo,Teusaquillo,$ 565.000.000
Apartamento,Apartamento en venta en Normandia,3,2,77,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 335.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 498.000.000
Apartamento,Apartamento en venta en El Batán,3,3,77,El Batán,La Alhambra,$ 495.000.000
Apartamento,Apartamento en venta en Gran Granada,3,2,85,Gran Granada,Garcés Navas,$ 342.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 505.000.000
Apartamento,Apartamento en venta en Engativa,2,2,70,Engativa,Engativá,$ 295.000.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,2,1,45,Rafael Uribe Uribe,Los Alcázares,$ 150.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,76,Cedritos,Usaquén,$ 450.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,51,Cedritos,Usaquén,$ 300.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,140,Cedritos,Usaquén,$ 534.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,75,Cedritos,Usaquén,$ 390.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,85,Cedritos,Usaquén,$ 500.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,89,Cedritos,Usaquén,$ 560.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,72,Cedritos,Usaquén,$ 490.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,95,Cedritos,Usaquén,$ 480.000.000
Apartamento,Apartamento en venta en Usme,3,1,52,Usme,USME: Alfonso López + Ciudad Usme,$ 190.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,95,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 580.000.000
Casa,Casa en venta en Bosa,2,1,45,Bosa,Bosa Central,$ 118.000.000
Apartamento,Apartamento en venta en Bosa,2,1,50,Bosa,Bosa Central,$ 110.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,76,Cedritos,Usaquén,$ 420.000.000
Apartamento,Apartamento en venta en Kennedy,2,1,39,Kennedy,Kennedy Central,$ 195.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,106,Mazuren,El Prado,$ 491.000.000
Apartamento,Apartamento en venta en Chapinero,3,4,186,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.110.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,57,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,71,Cedritos,Usaquén,$ 310.000.000
Apartamento,Apartamento en venta en Santa Fe,3,2,69,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 490.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,4,4,274,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.399.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,90,Mazuren,El Prado,$ 400.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,87,Ciudad Salitre,Ciudad Salitre Oriental,$ 815.000.000
Casa,Casa en venta en Bosa,5,3,132,Bosa,Bosa Central,$ 160.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,40,Usaquén,Usaquén,$ 300.000.000
Oficina/Consultorio,Oficina/Consultorio en venta en Chico Reservado,2,1,37,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 280.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,67,Kennedy,Kennedy Central,$ 295.000.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,2,44,Rafael Uribe Uribe,Los Alcázares,$ 175.000.000
Apartamento,Apartamento en venta en Chico Norte,1,1,36,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 360.000.000
Casa,Casa en venta en Mirandela ,3,3,104,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 550.000.000
Casa,Casa en venta en Zona Noroccidental,4,4,248,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 900.000.000
Apartamento,Apartamento en venta en Santa Paula,2,3,85,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 495.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,125,Usaquén,Usaquén,$ 840.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,3,249,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 2.200.000.000
Apartamento,Apartamento en venta en Bella Suiza,3,2,120,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 720.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,66,Cedritos,Usaquén,$ 350.000.000
Apartamento,Apartamento en venta en El Batán,3,5,163,El Batán,La Alhambra,$ 1.350.000.000
Apartamento,Apartamento en venta en Engativa,3,2,67,Engativa,Engativá,$ 320.000.000
Apartamento,Apartamento en venta en Normandia,3,2,104,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 650.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,124,Usaquén,Usaquén,$ 868.000.000
Apartamento,Apartamento en venta en Barrios Unidos,1,2,50,Barrios Unidos,Los Andes,$ 305.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,5,3,114,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 475.000.000
Apartamento,Apartamento en venta en La Calleja,3,3,119,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000
Casa,Casa en venta en Kennedy,2,1,44,Kennedy,Kennedy Central,$ 125.000.000
Casa,Casa en venta en Barrios Unidos,14,1,390,Barrios Unidos,Los Andes,$ 1.800.000.000
Apartamento,Apartamento en venta en Portales Del Norte,2,3,80,Portales Del Norte,Britalia,$ 370.000.000
Casa,Casa en venta en La Uribe,110,2,110,La Uribe,Usaquén,$ 480.000.000
Casa,Casa en venta en Puente Aranda,7,5,285,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 880.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,73,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 483.000.000
Casa,Casa en venta en Castilla,3,3,73,Castilla,KENNEDY: Castilla + Bavaria,$ 329.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,55,Kennedy,Kennedy Central,$ 198.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,73,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 483.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,112,Cedritos,Usaquén,$ 530.000.000
Apartamento,Apartamento en venta en Usaquén,4,3,115,Usaquén,Usaquén,$ 500.000.000
Apartamento,Apartamento en venta en San Patricio,3,3,89,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 491.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,85,Mazuren,El Prado,$ 479.000.000
Apartamento,Apartamento en venta en Santa Paula,2,3,85,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000
Casa,Casa en venta en La Estancia,3,2,63,La Estancia,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 178.000.000
Apartamento,Apartamento en venta en San Patricio,4,2,92,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 491.000.000
Casa,Casa en venta en La Estancia,3,2,63,La Estancia,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 168.000.000
Casa,Casa en venta en San Patricio,3,3,178,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 1.000.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,3,72,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.500.000
Apartamento,Apartamento en venta en Cedritos,3,2,72,Cedritos,Usaquén,$ 366.000.000
